"","kernel","cost","degree","error","dispersion"
"1","linear",1e-04,1,0.86948051948052,0.142591069429789
"2","polynomial",1e-04,1,0.86948051948052,0.142591069429789
"3","radial",1e-04,1,0.874025974025974,0.128600495853471
"4","sigmoid",1e-04,1,0.864718614718615,0.155617687249329
"5","linear",0.001,1,0.86948051948052,0.142591069429789
"6","polynomial",0.001,1,0.86948051948052,0.142591069429789
"7","radial",0.001,1,0.874025974025974,0.128600495853471
"8","sigmoid",0.001,1,0.864718614718615,0.155617687249329
"9","linear",0.01,1,0.245454545454545,0.0617564158294989
"10","polynomial",0.01,1,0.86948051948052,0.142591069429789
"11","radial",0.01,1,0.874025974025974,0.128600495853471
"12","sigmoid",0.01,1,0.864718614718615,0.155617687249329
"13","linear",0.1,1,0.203679653679654,0.076801371051696
"14","polynomial",0.1,1,0.282251082251082,0.0815532024677328
"15","radial",0.1,1,0.827489177489177,0.134837849145549
"16","sigmoid",0.1,1,0.290692640692641,0.102712159525004
"17","linear",1,1,0.203679653679654,0.0581285150882951
"18","polynomial",1,1,0.18982683982684,0.088100231140552
"19","radial",1,1,0.287445887445887,0.0984619850938184
"20","sigmoid",1,1,0.217532467532468,0.0806807515699119
"21","linear",2,1,0.198917748917749,0.0426534482328976
"22","polynomial",2,1,0.199134199134199,0.0537409075022686
"23","radial",2,1,0.291991341991342,0.0959376229331892
"24","sigmoid",2,1,0.208225108225108,0.0534865181397367
"25","linear",3,1,0.193939393939394,0.0542729704964424
"26","polynomial",3,1,0.212770562770563,0.0649835477174317
"27","radial",3,1,0.287229437229437,0.10492342225196
"28","sigmoid",3,1,0.189393939393939,0.0530609702140406
"29","linear",4,1,0.198051948051948,0.0813937879970937
"30","polynomial",4,1,0.208225108225108,0.0494614925267732
"31","radial",4,1,0.282683982683983,0.111821905180356
"32","sigmoid",4,1,0.212337662337662,0.05532974479232
"33","linear",5,1,0.198051948051948,0.0813937879970937
"34","polynomial",5,1,0.208441558441558,0.0588724251975951
"35","radial",5,1,0.273160173160173,0.104055313319915
"36","sigmoid",5,1,0.18961038961039,0.0662776076502325
"37","linear",6,1,0.188961038961039,0.0708839117309271
"38","polynomial",6,1,0.203679653679654,0.0658935987403433
"39","radial",6,1,0.273160173160173,0.104055313319915
"40","sigmoid",6,1,0.203896103896104,0.05824794679852
"41","linear",7,1,0.202597402597403,0.0870968225804215
"42","polynomial",7,1,0.217316017316017,0.0645103958643736
"43","radial",7,1,0.273160173160173,0.110475873829652
"44","sigmoid",7,1,0.194588744588745,0.103466574436764
"45","linear",8,1,0.202597402597403,0.0870968225804215
"46","polynomial",8,1,0.217316017316017,0.0601075491575835
"47","radial",8,1,0.286796536796537,0.097262204416661
"48","sigmoid",8,1,0.222510822510823,0.114092056833865
"49","linear",9,1,0.198051948051948,0.0919863903825374
"50","polynomial",9,1,0.217316017316017,0.0601075491575835
"51","radial",9,1,0.286796536796537,0.097262204416661
"52","sigmoid",9,1,0.246320346320346,0.128182883006221
"53","linear",10,1,0.202597402597403,0.0946745318019845
"54","polynomial",10,1,0.217316017316017,0.0601075491575835
"55","radial",10,1,0.286796536796537,0.097262204416661
"56","sigmoid",10,1,0.241125541125541,0.124224741607529
"57","linear",1e-04,2,0.86948051948052,0.142591069429789
"58","polynomial",1e-04,2,0.897619047619048,0.0991534687872084
"59","radial",1e-04,2,0.874025974025974,0.128600495853471
"60","sigmoid",1e-04,2,0.864718614718615,0.155617687249329
"61","linear",0.001,2,0.86948051948052,0.142591069429789
"62","polynomial",0.001,2,0.897619047619048,0.0991534687872084
"63","radial",0.001,2,0.874025974025974,0.128600495853471
"64","sigmoid",0.001,2,0.864718614718615,0.155617687249329
"65","linear",0.01,2,0.245454545454545,0.0617564158294989
"66","polynomial",0.01,2,0.897619047619048,0.0991534687872084
"67","radial",0.01,2,0.874025974025974,0.128600495853471
"68","sigmoid",0.01,2,0.864718614718615,0.155617687249329
"69","linear",0.1,2,0.203679653679654,0.076801371051696
"70","polynomial",0.1,2,0.897619047619048,0.0991534687872084
"71","radial",0.1,2,0.827489177489177,0.134837849145549
"72","sigmoid",0.1,2,0.290692640692641,0.102712159525004
"73","linear",1,2,0.203679653679654,0.0581285150882951
"74","polynomial",1,2,0.453896103896104,0.116696134264109
"75","radial",1,2,0.287445887445887,0.0984619850938184
"76","sigmoid",1,2,0.217532467532468,0.0806807515699119
"77","linear",2,2,0.198917748917749,0.0426534482328976
"78","polynomial",2,2,0.43982683982684,0.0996757881790536
"79","radial",2,2,0.291991341991342,0.0959376229331892
"80","sigmoid",2,2,0.208225108225108,0.0534865181397367
"81","linear",3,2,0.193939393939394,0.0542729704964424
"82","polynomial",3,2,0.434415584415584,0.0976883734599572
"83","radial",3,2,0.287229437229437,0.10492342225196
"84","sigmoid",3,2,0.189393939393939,0.0530609702140406
"85","linear",4,2,0.198051948051948,0.0813937879970937
"86","polynomial",4,2,0.448051948051948,0.100876019027974
"87","radial",4,2,0.282683982683983,0.111821905180356
"88","sigmoid",4,2,0.212337662337662,0.05532974479232
"89","linear",5,2,0.198051948051948,0.0813937879970937
"90","polynomial",5,2,0.448484848484848,0.0953080332649527
"91","radial",5,2,0.273160173160173,0.104055313319915
"92","sigmoid",5,2,0.18961038961039,0.0662776076502325
"93","linear",6,2,0.188961038961039,0.0708839117309271
"94","polynomial",6,2,0.448484848484848,0.0928681020698719
"95","radial",6,2,0.273160173160173,0.104055313319915
"96","sigmoid",6,2,0.203896103896104,0.05824794679852
"97","linear",7,2,0.202597402597403,0.0870968225804215
"98","polynomial",7,2,0.462554112554113,0.112979042104012
"99","radial",7,2,0.273160173160173,0.110475873829652
"100","sigmoid",7,2,0.194588744588745,0.103466574436764
"101","linear",8,2,0.202597402597403,0.0870968225804215
"102","polynomial",8,2,0.462554112554113,0.112979042104012
"103","radial",8,2,0.286796536796537,0.097262204416661
"104","sigmoid",8,2,0.222510822510823,0.114092056833865
"105","linear",9,2,0.198051948051948,0.0919863903825374
"106","polynomial",9,2,0.462337662337662,0.104904319261513
"107","radial",9,2,0.286796536796537,0.097262204416661
"108","sigmoid",9,2,0.246320346320346,0.128182883006221
"109","linear",10,2,0.202597402597403,0.0946745318019845
"110","polynomial",10,2,0.467099567099567,0.0967607520065698
"111","radial",10,2,0.286796536796537,0.097262204416661
"112","sigmoid",10,2,0.241125541125541,0.124224741607529
"113","linear",1e-04,3,0.86948051948052,0.142591069429789
"114","polynomial",1e-04,3,0.920779220779221,0.0674917552199489
"115","radial",1e-04,3,0.874025974025974,0.128600495853471
"116","sigmoid",1e-04,3,0.864718614718615,0.155617687249329
"117","linear",0.001,3,0.86948051948052,0.142591069429789
"118","polynomial",0.001,3,0.920779220779221,0.0674917552199489
"119","radial",0.001,3,0.874025974025974,0.128600495853471
"120","sigmoid",0.001,3,0.864718614718615,0.155617687249329
"121","linear",0.01,3,0.245454545454545,0.0617564158294989
"122","polynomial",0.01,3,0.920779220779221,0.0674917552199489
"123","radial",0.01,3,0.874025974025974,0.128600495853471
"124","sigmoid",0.01,3,0.864718614718615,0.155617687249329
"125","linear",0.1,3,0.203679653679654,0.076801371051696
"126","polynomial",0.1,3,0.906709956709957,0.0637085545635811
"127","radial",0.1,3,0.827489177489177,0.134837849145549
"128","sigmoid",0.1,3,0.290692640692641,0.102712159525004
"129","linear",1,3,0.203679653679654,0.0581285150882951
"130","polynomial",1,3,0.393073593073593,0.109669059007055
"131","radial",1,3,0.287445887445887,0.0984619850938184
"132","sigmoid",1,3,0.217532467532468,0.0806807515699119
"133","linear",2,3,0.198917748917749,0.0426534482328976
"134","polynomial",2,3,0.365584415584416,0.0803328766057874
"135","radial",2,3,0.291991341991342,0.0959376229331892
"136","sigmoid",2,3,0.208225108225108,0.0534865181397367
"137","linear",3,3,0.193939393939394,0.0542729704964424
"138","polynomial",3,3,0.356493506493507,0.0956855225238086
"139","radial",3,3,0.287229437229437,0.10492342225196
"140","sigmoid",3,3,0.189393939393939,0.0530609702140406
"141","linear",4,3,0.198051948051948,0.0813937879970937
"142","polynomial",4,3,0.347186147186147,0.0925840341365518
"143","radial",4,3,0.282683982683983,0.111821905180356
"144","sigmoid",4,3,0.212337662337662,0.05532974479232
"145","linear",5,3,0.198051948051948,0.0813937879970937
"146","polynomial",5,3,0.338095238095238,0.0902643252198158
"147","radial",5,3,0.273160173160173,0.104055313319915
"148","sigmoid",5,3,0.18961038961039,0.0662776076502325
"149","linear",6,3,0.188961038961039,0.0708839117309271
"150","polynomial",6,3,0.342640692640693,0.0823146636610144
"151","radial",6,3,0.273160173160173,0.104055313319915
"152","sigmoid",6,3,0.203896103896104,0.05824794679852
"153","linear",7,3,0.202597402597403,0.0870968225804215
"154","polynomial",7,3,0.347186147186147,0.076269144746477
"155","radial",7,3,0.273160173160173,0.110475873829652
"156","sigmoid",7,3,0.194588744588745,0.103466574436764
"157","linear",8,3,0.202597402597403,0.0870968225804215
"158","polynomial",8,3,0.347186147186147,0.076269144746477
"159","radial",8,3,0.286796536796537,0.097262204416661
"160","sigmoid",8,3,0.222510822510823,0.114092056833865
"161","linear",9,3,0.198051948051948,0.0919863903825374
"162","polynomial",9,3,0.347186147186147,0.076269144746477
"163","radial",9,3,0.286796536796537,0.097262204416661
"164","sigmoid",9,3,0.246320346320346,0.128182883006221
"165","linear",10,3,0.202597402597403,0.0946745318019845
"166","polynomial",10,3,0.356277056277056,0.0778298315612934
"167","radial",10,3,0.286796536796537,0.097262204416661
"168","sigmoid",10,3,0.241125541125541,0.124224741607529
"169","linear",1e-04,4,0.86948051948052,0.142591069429789
"170","polynomial",1e-04,4,0.93030303030303,0.0458229646693236
"171","radial",1e-04,4,0.874025974025974,0.128600495853471
"172","sigmoid",1e-04,4,0.864718614718615,0.155617687249329
"173","linear",0.001,4,0.86948051948052,0.142591069429789
"174","polynomial",0.001,4,0.93030303030303,0.0458229646693236
"175","radial",0.001,4,0.874025974025974,0.128600495853471
"176","sigmoid",0.001,4,0.864718614718615,0.155617687249329
"177","linear",0.01,4,0.245454545454545,0.0617564158294989
"178","polynomial",0.01,4,0.93030303030303,0.0458229646693236
"179","radial",0.01,4,0.874025974025974,0.128600495853471
"180","sigmoid",0.01,4,0.864718614718615,0.155617687249329
"181","linear",0.1,4,0.203679653679654,0.076801371051696
"182","polynomial",0.1,4,0.906926406926407,0.0546248000887379
"183","radial",0.1,4,0.827489177489177,0.134837849145549
"184","sigmoid",0.1,4,0.290692640692641,0.102712159525004
"185","linear",1,4,0.203679653679654,0.0581285150882951
"186","polynomial",1,4,0.655844155844156,0.101979475533641
"187","radial",1,4,0.287445887445887,0.0984619850938184
"188","sigmoid",1,4,0.217532467532468,0.0806807515699119
"189","linear",2,4,0.198917748917749,0.0426534482328976
"190","polynomial",2,4,0.554761904761905,0.107680447634986
"191","radial",2,4,0.291991341991342,0.0959376229331892
"192","sigmoid",2,4,0.208225108225108,0.0534865181397367
"193","linear",3,4,0.193939393939394,0.0542729704964424
"194","polynomial",3,4,0.527272727272727,0.109293428455214
"195","radial",3,4,0.287229437229437,0.10492342225196
"196","sigmoid",3,4,0.189393939393939,0.0530609702140406
"197","linear",4,4,0.198051948051948,0.0813937879970937
"198","polynomial",4,4,0.517965367965368,0.104595459665487
"199","radial",4,4,0.282683982683983,0.111821905180356
"200","sigmoid",4,4,0.212337662337662,0.05532974479232
"201","linear",5,4,0.198051948051948,0.0813937879970937
"202","polynomial",5,4,0.503679653679654,0.106014213725051
"203","radial",5,4,0.273160173160173,0.104055313319915
"204","sigmoid",5,4,0.18961038961039,0.0662776076502325
"205","linear",6,4,0.188961038961039,0.0708839117309271
"206","polynomial",6,4,0.508441558441558,0.098301395294492
"207","radial",6,4,0.273160173160173,0.104055313319915
"208","sigmoid",6,4,0.203896103896104,0.05824794679852
"209","linear",7,4,0.202597402597403,0.0870968225804215
"210","polynomial",7,4,0.504329004329004,0.0807049434580638
"211","radial",7,4,0.273160173160173,0.110475873829652
"212","sigmoid",7,4,0.194588744588745,0.103466574436764
"213","linear",8,4,0.202597402597403,0.0870968225804215
"214","polynomial",8,4,0.49978354978355,0.0849868437350452
"215","radial",8,4,0.286796536796537,0.097262204416661
"216","sigmoid",8,4,0.222510822510823,0.114092056833865
"217","linear",9,4,0.198051948051948,0.0919863903825374
"218","polynomial",9,4,0.49047619047619,0.0909388622545118
"219","radial",9,4,0.286796536796537,0.097262204416661
"220","sigmoid",9,4,0.246320346320346,0.128182883006221
"221","linear",10,4,0.202597402597403,0.0946745318019845
"222","polynomial",10,4,0.4995670995671,0.0889455601658533
"223","radial",10,4,0.286796536796537,0.097262204416661
"224","sigmoid",10,4,0.241125541125541,0.124224741607529
"225","linear",1e-04,5,0.86948051948052,0.142591069429789
"226","polynomial",1e-04,5,0.93030303030303,0.0458229646693236
"227","radial",1e-04,5,0.874025974025974,0.128600495853471
"228","sigmoid",1e-04,5,0.864718614718615,0.155617687249329
"229","linear",0.001,5,0.86948051948052,0.142591069429789
"230","polynomial",0.001,5,0.93030303030303,0.0458229646693236
"231","radial",0.001,5,0.874025974025974,0.128600495853471
"232","sigmoid",0.001,5,0.864718614718615,0.155617687249329
"233","linear",0.01,5,0.245454545454545,0.0617564158294989
"234","polynomial",0.01,5,0.93030303030303,0.0458229646693236
"235","radial",0.01,5,0.874025974025974,0.128600495853471
"236","sigmoid",0.01,5,0.864718614718615,0.155617687249329
"237","linear",0.1,5,0.203679653679654,0.076801371051696
"238","polynomial",0.1,5,0.897402597402597,0.0492442081404671
"239","radial",0.1,5,0.827489177489177,0.134837849145549
"240","sigmoid",0.1,5,0.290692640692641,0.102712159525004
"241","linear",1,5,0.203679653679654,0.0581285150882951
"242","polynomial",1,5,0.674242424242424,0.0990231812925441
"243","radial",1,5,0.287445887445887,0.0984619850938184
"244","sigmoid",1,5,0.217532467532468,0.0806807515699119
"245","linear",2,5,0.198917748917749,0.0426534482328976
"246","polynomial",2,5,0.591558441558442,0.0817116688626048
"247","radial",2,5,0.291991341991342,0.0959376229331892
"248","sigmoid",2,5,0.208225108225108,0.0534865181397367
"249","linear",3,5,0.193939393939394,0.0542729704964424
"250","polynomial",3,5,0.577705627705628,0.0805141143406778
"251","radial",3,5,0.287229437229437,0.10492342225196
"252","sigmoid",3,5,0.189393939393939,0.0530609702140406
"253","linear",4,5,0.198051948051948,0.0813937879970937
"254","polynomial",4,5,0.559090909090909,0.0834951235168218
"255","radial",4,5,0.282683982683983,0.111821905180356
"256","sigmoid",4,5,0.212337662337662,0.05532974479232
"257","linear",5,5,0.198051948051948,0.0813937879970937
"258","polynomial",5,5,0.521861471861472,0.114099584974892
"259","radial",5,5,0.273160173160173,0.104055313319915
"260","sigmoid",5,5,0.18961038961039,0.0662776076502325
"261","linear",6,5,0.188961038961039,0.0708839117309271
"262","polynomial",6,5,0.503679653679654,0.101591042253707
"263","radial",6,5,0.273160173160173,0.104055313319915
"264","sigmoid",6,5,0.203896103896104,0.05824794679852
"265","linear",7,5,0.202597402597403,0.0870968225804215
"266","polynomial",7,5,0.499134199134199,0.110298560003894
"267","radial",7,5,0.273160173160173,0.110475873829652
"268","sigmoid",7,5,0.194588744588745,0.103466574436764
"269","linear",8,5,0.202597402597403,0.0870968225804215
"270","polynomial",8,5,0.508658008658009,0.107399447879266
"271","radial",8,5,0.286796536796537,0.097262204416661
"272","sigmoid",8,5,0.222510822510823,0.114092056833865
"273","linear",9,5,0.198051948051948,0.0919863903825374
"274","polynomial",9,5,0.504112554112554,0.104453022753686
"275","radial",9,5,0.286796536796537,0.097262204416661
"276","sigmoid",9,5,0.246320346320346,0.128182883006221
"277","linear",10,5,0.202597402597403,0.0946745318019845
"278","polynomial",10,5,0.495021645021645,0.0890113776281873
"279","radial",10,5,0.286796536796537,0.097262204416661
"280","sigmoid",10,5,0.241125541125541,0.124224741607529
